job_idx,cv_col,source,model,label,score,score_skills,score_experience,score_education,score_location,gs_matched,label_checked,justification,generated_at
40,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,53.56,75.38,39.78,38.5,38.39,,,Skills: 75.4% | Experience: 39.8% | Education: 38.5% | Location: 38.4%,2026-05-07 19:23:25
41,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,65.67,88.84,64.19,58.18,16.31,,,Skills: 88.8% | Experience: 64.2% | Education: 58.2% | Location: 16.3%,2026-05-07 19:23:25
41,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,67.41,85.06,51.83,71.49,40.88,,,Skills: 85.1% | Experience: 51.8% | Education: 71.5% | Location: 40.9%,2026-05-07 19:23:25
41,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,53.02,63.13,18.69,86.02,39.29,,,Skills: 63.1% | Experience: 18.7% | Education: 86.0% | Location: 39.3%,2026-05-07 19:23:25
41,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,38.28,52.4,37.31,15.6,32.5,,,Skills: 52.4% | Experience: 37.3% | Education: 15.6% | Location: 32.5%,2026-05-07 19:23:25
41,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,24.22,37.6,18.0,0.0,31.22,,,Skills: 37.6% | Experience: 18.0% | Education: 0.0% | Location: 31.2%,2026-05-07 19:23:25
42,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,76.41,93.14,66.61,90.03,29.98,,,Skills: 93.1% | Experience: 66.6% | Education: 90.0% | Location: 30.0%,2026-05-07 19:23:25
42,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,31.37,28.83,56.67,13.31,20.06,,,Skills: 28.8% | Experience: 56.7% | Education: 13.3% | Location: 20.1%,2026-05-07 19:23:25
42,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,43.64,45.91,19.88,88.23,17.73,,,Skills: 45.9% | Experience: 19.9% | Education: 88.2% | Location: 17.7%,2026-05-07 19:23:25
42,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,35.4,66.01,0.0,27.24,23.63,,,Skills: 66.0% | Experience: 0.0% | Education: 27.2% | Location: 23.6%,2026-05-07 19:23:25
42,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,9.08,2.01,26.63,0.0,10.77,,,Skills: 2.0% | Experience: 26.6% | Education: 0.0% | Location: 10.8%,2026-05-07 19:23:25
43,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,53.71,67.05,21.32,90.1,23.59,,,Skills: 67.0% | Experience: 21.3% | Education: 90.1% | Location: 23.6%,2026-05-07 19:23:25
43,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,54.81,80.11,41.67,37.33,32.55,,,Skills: 80.1% | Experience: 41.7% | Education: 37.3% | Location: 32.5%,2026-05-07 19:23:25
43,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,57.98,69.42,26.58,90.58,36.34,,,Skills: 69.4% | Experience: 26.6% | Education: 90.6% | Location: 36.3%,2026-05-07 19:23:25
43,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,44.43,66.55,21.22,45.13,23.17,,,Skills: 66.5% | Experience: 21.2% | Education: 45.1% | Location: 23.2%,2026-05-07 19:23:25
43,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,29.42,31.05,29.7,24.34,31.4,,,Skills: 31.1% | Experience: 29.7% | Education: 24.3% | Location: 31.4%,2026-05-07 19:23:25
44,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,72.1,97.37,51.01,84.24,23.7,,,Skills: 97.4% | Experience: 51.0% | Education: 84.2% | Location: 23.7%,2026-05-07 19:23:26
44,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,26.2,20.89,62.36,6.01,7.01,,,Skills: 20.9% | Experience: 62.4% | Education: 6.0% | Location: 7.0%,2026-05-07 19:23:26
44,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,49.41,56.11,51.69,54.47,21.03,,,Skills: 56.1% | Experience: 51.7% | Education: 54.5% | Location: 21.0%,2026-05-07 19:23:26
44,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,20.83,37.12,15.81,10.13,0.0,,,Skills: 37.1% | Experience: 15.8% | Education: 10.1% | Location: 0.0%,2026-05-07 19:23:26
44,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,9.32,0.6,26.0,0.0,17.18,,,Skills: 0.6% | Experience: 26.0% | Education: 0.0% | Location: 17.2%,2026-05-07 19:23:26
45,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,40.25,44.84,41.36,33.17,35.61,,,Skills: 44.8% | Experience: 41.4% | Education: 33.2% | Location: 35.6%,2026-05-07 19:23:26
45,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,33.83,36.6,36.78,35.36,19.47,,,Skills: 36.6% | Experience: 36.8% | Education: 35.4% | Location: 19.5%,2026-05-07 19:23:26
45,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,36.06,7.24,62.94,59.76,36.54,,,Skills: 7.2% | Experience: 62.9% | Education: 59.8% | Location: 36.5%,2026-05-07 19:23:26
45,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,42.05,52.09,20.15,58.93,29.26,,,Skills: 52.1% | Experience: 20.1% | Education: 58.9% | Location: 29.3%,2026-05-07 19:23:26
45,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,29.64,31.72,19.71,39.29,27.78,,,Skills: 31.7% | Experience: 19.7% | Education: 39.3% | Location: 27.8%,2026-05-07 19:23:26
46,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,66.93,76.62,63.64,81.62,26.97,,,Skills: 76.6% | Experience: 63.6% | Education: 81.6% | Location: 27.0%,2026-05-07 19:23:26
46,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,43.6,62.3,17.0,57.68,19.32,,,Skills: 62.3% | Experience: 17.0% | Education: 57.7% | Location: 19.3%,2026-05-07 19:23:26
46,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,43.6,62.3,17.0,57.68,19.32,,,Skills: 62.3% | Experience: 17.0% | Education: 57.7% | Location: 19.3%,2026-05-07 19:23:26
46,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,45.5,76.03,13.31,52.42,8.5,,,Skills: 76.0% | Experience: 13.3% | Education: 52.4% | Location: 8.5%,2026-05-07 19:23:26
46,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,38.06,54.91,18.41,38.5,25.26,,,Skills: 54.9% | Experience: 18.4% | Education: 38.5% | Location: 25.3%,2026-05-07 19:23:26
47,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,75.25,91.95,87.02,56.04,36.7,,,Skills: 92.0% | Experience: 87.0% | Education: 56.0% | Location: 36.7%,2026-05-07 19:23:26
47,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,41.54,44.42,45.59,34.22,36.9,,,Skills: 44.4% | Experience: 45.6% | Education: 34.2% | Location: 36.9%,2026-05-07 19:23:26
47,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,55.91,89.63,27.04,50.93,20.77,,,Skills: 89.6% | Experience: 27.0% | Education: 50.9% | Location: 20.8%,2026-05-07 19:23:26
47,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,36.51,46.34,30.01,34.65,23.58,,,Skills: 46.3% | Experience: 30.0% | Education: 34.6% | Location: 23.6%,2026-05-07 19:23:26
47,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,23.17,25.73,29.43,0.0,36.77,,,Skills: 25.7% | Experience: 29.4% | Education: 0.0% | Location: 36.8%,2026-05-07 19:23:26
48,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,67.8,93.59,42.79,95.14,4.25,,,Skills: 93.6% | Experience: 42.8% | Education: 95.1% | Location: 4.2%,2026-05-07 19:23:26
48,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,42.55,49.36,36.26,68.68,0.0,,,Skills: 49.4% | Experience: 36.3% | Education: 68.7% | Location: 0.0%,2026-05-07 19:23:26
48,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,56.25,80.47,21.03,94.04,0.0,,,Skills: 80.5% | Experience: 21.0% | Education: 94.0% | Location: 0.0%,2026-05-07 19:23:26
48,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,36.15,55.06,0.0,51.52,25.46,,,Skills: 55.1% | Experience: 0.0% | Education: 51.5% | Location: 25.5%,2026-05-07 19:23:26
48,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,4.13,1.93,13.44,0.0,0.0,,,Skills: 1.9% | Experience: 13.4% | Education: 0.0% | Location: 0.0%,2026-05-07 19:23:26
49,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,70.21,93.9,69.63,50.1,34.82,,,Skills: 93.9% | Experience: 69.6% | Education: 50.1% | Location: 34.8%,2026-05-07 19:23:26
49,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,59.39,79.36,52.5,57.12,20.66,,,Skills: 79.4% | Experience: 52.5% | Education: 57.1% | Location: 20.7%,2026-05-07 19:23:26
49,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,57.23,91.92,34.52,59.15,0.0,,,Skills: 91.9% | Experience: 34.5% | Education: 59.1% | Location: 0.0%,2026-05-07 19:23:26
49,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,36.9,34.54,31.27,54.18,29.51,,,Skills: 34.5% | Experience: 31.3% | Education: 54.2% | Location: 29.5%,2026-05-07 19:23:26
49,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,30.62,44.92,29.71,0.0,34.85,,,Skills: 44.9% | Experience: 29.7% | Education: 0.0% | Location: 34.9%,2026-05-07 19:23:26
50,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,37.83,13.91,48.63,80.46,26.81,,,Skills: 13.9% | Experience: 48.6% | Education: 80.5% | Location: 26.8%,2026-05-07 19:23:26
50,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,35.95,38.19,59.9,25.94,3.42,,,Skills: 38.2% | Experience: 59.9% | Education: 25.9% | Location: 3.4%,2026-05-07 19:23:26
50,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.76,36.52,53.35,86.36,23.6,,,Skills: 36.5% | Experience: 53.4% | Education: 86.4% | Location: 23.6%,2026-05-07 19:23:26
50,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,30.64,31.36,27.94,35.43,26.85,,,Skills: 31.4% | Experience: 27.9% | Education: 35.4% | Location: 26.9%,2026-05-07 19:23:26
50,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,18.0,31.2,12.49,0.0,15.96,,,Skills: 31.2% | Experience: 12.5% | Education: 0.0% | Location: 16.0%,2026-05-07 19:23:26
51,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,46.73,91.95,14.93,19.18,15.86,,,Skills: 92.0% | Experience: 14.9% | Education: 19.2% | Location: 15.9%,2026-05-07 19:23:26
51,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,32.81,62.13,0.0,25.88,18.53,,,Skills: 62.1% | Experience: 0.0% | Education: 25.9% | Location: 18.5%,2026-05-07 19:23:26
51,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,32.86,62.13,0.0,26.12,18.53,,,Skills: 62.1% | Experience: 0.0% | Education: 26.1% | Location: 18.5%,2026-05-07 19:23:26
51,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,28.72,42.57,30.53,7.94,16.45,,,Skills: 42.6% | Experience: 30.5% | Education: 7.9% | Location: 16.4%,2026-05-07 19:23:26
51,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,33.08,49.39,27.52,11.45,27.68,,,Skills: 49.4% | Experience: 27.5% | Education: 11.4% | Location: 27.7%,2026-05-07 19:23:26
52,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,65.24,71.32,62.65,81.62,31.52,,,Skills: 71.3% | Experience: 62.6% | Education: 81.6% | Location: 31.5%,2026-05-07 19:23:26
52,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,54.44,52.46,52.92,79.98,28.17,,,Skills: 52.5% | Experience: 52.9% | Education: 80.0% | Location: 28.2%,2026-05-07 19:23:26
52,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,45.38,71.08,29.11,25.88,29.98,,,Skills: 71.1% | Experience: 29.1% | Education: 25.9% | Location: 30.0%,2026-05-07 19:23:26
52,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,45.66,48.07,25.44,80.53,26.43,,,Skills: 48.1% | Experience: 25.4% | Education: 80.5% | Location: 26.4%,2026-05-07 19:23:26
52,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,31.13,31.4,25.94,38.5,29.24,,,Skills: 31.4% | Experience: 25.9% | Education: 38.5% | Location: 29.2%,2026-05-07 19:23:26
53,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,68.29,80.54,71.18,55.02,48.47,,,Skills: 80.5% | Experience: 71.2% | Education: 55.0% | Location: 48.5%,2026-05-07 19:23:26
53,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,59.32,75.74,48.2,55.37,39.34,,,Skills: 75.7% | Experience: 48.2% | Education: 55.4% | Location: 39.3%,2026-05-07 19:23:26
53,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.36,88.76,15.62,44.77,0.0,,,Skills: 88.8% | Experience: 15.6% | Education: 44.8% | Location: 0.0%,2026-05-07 19:23:26
53,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,33.18,29.65,23.67,54.18,30.47,,,Skills: 29.6% | Experience: 23.7% | Education: 54.2% | Location: 30.5%,2026-05-07 19:23:26
53,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,18.98,16.13,22.52,0.0,46.02,,,Skills: 16.1% | Experience: 22.5% | Education: 0.0% | Location: 46.0%,2026-05-07 19:23:26
54,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,50.91,92.41,9.98,40.0,23.04,,,Skills: 92.4% | Experience: 10.0% | Education: 40.0% | Location: 23.0%,2026-05-07 19:23:27
54,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,36.88,57.2,7.13,61.09,0.0,,,Skills: 57.2% | Experience: 7.1% | Education: 61.1% | Location: 0.0%,2026-05-07 19:23:27
54,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,36.77,65.32,2.71,49.84,0.0,,,Skills: 65.3% | Experience: 2.7% | Education: 49.8% | Location: 0.0%,2026-05-07 19:23:27
54,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,35.87,73.36,3.51,27.01,1.66,,,Skills: 73.4% | Experience: 3.5% | Education: 27.0% | Location: 1.7%,2026-05-07 19:23:27
54,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,30.68,68.25,13.5,0.0,0.0,,,Skills: 68.2% | Experience: 13.5% | Education: 0.0% | Location: 0.0%,2026-05-07 19:23:27
55,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,63.18,73.59,43.9,92.79,28.08,,,Skills: 73.6% | Experience: 43.9% | Education: 92.8% | Location: 28.1%,2026-05-07 19:23:27
55,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,39.68,50.31,13.58,74.26,8.75,,,Skills: 50.3% | Experience: 13.6% | Education: 74.3% | Location: 8.8%,2026-05-07 19:23:27
55,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,53.76,94.38,0.0,50.34,39.58,,,Skills: 94.4% | Experience: 0.0% | Education: 50.3% | Location: 39.6%,2026-05-07 19:23:27
55,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,35.88,50.55,12.16,46.9,21.62,,,Skills: 50.5% | Experience: 12.2% | Education: 46.9% | Location: 21.6%,2026-05-07 19:23:27
55,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,12.85,18.78,8.77,0.0,21.0,,,Skills: 18.8% | Experience: 8.8% | Education: 0.0% | Location: 21.0%,2026-05-07 19:23:27
56,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,61.14,88.72,53.95,35.51,33.75,,,Skills: 88.7% | Experience: 54.0% | Education: 35.5% | Location: 33.8%,2026-05-07 19:23:27
56,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,70.28,95.36,62.34,49.79,43.94,,,Skills: 95.4% | Experience: 62.3% | Education: 49.8% | Location: 43.9%,2026-05-07 19:23:27
56,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,56.37,58.08,62.02,58.34,39.74,,,Skills: 58.1% | Experience: 62.0% | Education: 58.3% | Location: 39.7%,2026-05-07 19:23:27
56,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,35.8,57.61,13.88,29.19,22.97,,,Skills: 57.6% | Experience: 13.9% | Education: 29.2% | Location: 23.0%,2026-05-07 19:23:27
56,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,20.68,27.36,17.49,0.0,35.76,,,Skills: 27.4% | Experience: 17.5% | Education: 0.0% | Location: 35.8%,2026-05-07 19:23:27
57,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,62.48,84.75,32.06,96.54,8.38,,,Skills: 84.8% | Experience: 32.1% | Education: 96.5% | Location: 8.4%,2026-05-07 19:23:27
57,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,39.09,59.27,26.43,43.39,0.65,,,Skills: 59.3% | Experience: 26.4% | Education: 43.4% | Location: 0.7%,2026-05-07 19:23:27
57,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,65.7,90.96,36.04,93.46,10.77,,,Skills: 91.0% | Experience: 36.0% | Education: 93.5% | Location: 10.8%,2026-05-07 19:23:27
57,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,40.82,59.12,0.0,85.87,0.0,,,Skills: 59.1% | Experience: 0.0% | Education: 85.9% | Location: 0.0%,2026-05-07 19:23:27
57,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,16.63,34.74,10.93,0.0,0.0,,,Skills: 34.7% | Experience: 10.9% | Education: 0.0% | Location: 0.0%,2026-05-07 19:23:27
58,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,64.18,57.66,70.85,91.28,34.29,,,Skills: 57.7% | Experience: 70.8% | Education: 91.3% | Location: 34.3%,2026-05-07 19:23:27
58,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,38.86,54.29,13.53,40.53,37.67,,,Skills: 54.3% | Experience: 13.5% | Education: 40.5% | Location: 37.7%,2026-05-07 19:23:27
58,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,46.09,35.26,50.39,70.89,34.72,,,Skills: 35.3% | Experience: 50.4% | Education: 70.9% | Location: 34.7%,2026-05-07 19:23:27
58,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,39.24,60.6,0.0,75.0,0.0,,,Skills: 60.6% | Experience: 0.0% | Education: 75.0% | Location: 0.0%,2026-05-07 19:23:27
58,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,31.24,24.23,31.17,40.95,37.12,,,Skills: 24.2% | Experience: 31.2% | Education: 41.0% | Location: 37.1%,2026-05-07 19:23:27
59,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,44.2,87.05,22.03,17.94,1.88,,,Skills: 87.0% | Experience: 22.0% | Education: 17.9% | Location: 1.9%,2026-05-07 19:23:27
59,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,60.89,87.32,42.77,73.92,3.21,,,Skills: 87.3% | Experience: 42.8% | Education: 73.9% | Location: 3.2%,2026-05-07 19:23:27
59,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,45.77,85.86,16.23,34.01,3.8,,,Skills: 85.9% | Experience: 16.2% | Education: 34.0% | Location: 3.8%,2026-05-07 19:23:27
59,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,67.2,92.03,46.8,82.26,14.88,,,Skills: 92.0% | Experience: 46.8% | Education: 82.3% | Location: 14.9%,2026-05-07 19:23:27
59,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,16.91,34.32,5.84,0.0,11.45,,,Skills: 34.3% | Experience: 5.8% | Education: 0.0% | Location: 11.4%,2026-05-07 19:23:27
60,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,67.07,93.98,51.95,55.02,36.56,,,Skills: 94.0% | Experience: 52.0% | Education: 55.0% | Location: 36.6%,2026-05-07 19:23:27
60,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.22,68.34,39.46,39.32,21.03,,,Skills: 68.3% | Experience: 39.5% | Education: 39.3% | Location: 21.0%,2026-05-07 19:23:27
60,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,45.1,76.65,4.08,50.93,21.56,,,Skills: 76.7% | Experience: 4.1% | Education: 50.9% | Location: 21.6%,2026-05-07 19:23:27
60,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,39.91,66.36,0.0,46.0,27.77,,,Skills: 66.4% | Experience: 0.0% | Education: 46.0% | Location: 27.8%,2026-05-07 19:23:27
60,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,31.45,64.78,1.67,0.0,34.11,,,Skills: 64.8% | Experience: 1.7% | Education: 0.0% | Location: 34.1%,2026-05-07 19:23:27
61,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,65.58,90.0,25.28,94.64,28.89,,,Skills: 90.0% | Experience: 25.3% | Education: 94.6% | Location: 28.9%,2026-05-07 19:23:27
61,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,36.44,72.37,2.75,8.52,34.03,,,Skills: 72.4% | Experience: 2.8% | Education: 8.5% | Location: 34.0%,2026-05-07 19:23:27
61,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,34.46,48.16,33.47,11.31,30.44,,,Skills: 48.2% | Experience: 33.5% | Education: 11.3% | Location: 30.4%,2026-05-07 19:23:27
61,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,43.51,74.91,25.53,15.19,27.49,,,Skills: 74.9% | Experience: 25.5% | Education: 15.2% | Location: 27.5%,2026-05-07 19:23:27
61,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,21.17,30.34,11.67,6.96,31.48,,,Skills: 30.3% | Experience: 11.7% | Education: 7.0% | Location: 31.5%,2026-05-07 19:23:27
62,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.89,57.54,36.65,62.26,28.39,,,Skills: 57.5% | Experience: 36.6% | Education: 62.3% | Location: 28.4%,2026-05-07 19:23:27
62,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,22.04,37.17,0.0,20.77,20.11,,,Skills: 37.2% | Experience: 0.0% | Education: 20.8% | Location: 20.1%,2026-05-07 19:23:27
62,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,45.31,64.22,25.19,46.53,26.77,,,Skills: 64.2% | Experience: 25.2% | Education: 46.5% | Location: 26.8%,2026-05-07 19:23:27
62,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,40.8,71.99,0.0,30.9,38.86,,,Skills: 72.0% | Experience: 0.0% | Education: 30.9% | Location: 38.9%,2026-05-07 19:23:27
62,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,27.4,31.6,10.21,41.93,25.45,,,Skills: 31.6% | Experience: 10.2% | Education: 41.9% | Location: 25.4%,2026-05-07 19:23:27
63,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,50.23,62.92,59.07,28.21,30.99,,,Skills: 62.9% | Experience: 59.1% | Education: 28.2% | Location: 31.0%,2026-05-07 19:23:27
63,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,34.89,75.37,0.0,0.0,31.61,,,Skills: 75.4% | Experience: 0.0% | Education: 0.0% | Location: 31.6%,2026-05-07 19:23:27
63,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,34.89,75.37,0.0,0.0,31.61,,,Skills: 75.4% | Experience: 0.0% | Education: 0.0% | Location: 31.6%,2026-05-07 19:23:27
63,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,18.11,37.17,0.0,0.0,21.58,,,Skills: 37.2% | Experience: 0.0% | Education: 0.0% | Location: 21.6%,2026-05-07 19:23:27
63,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,33.24,73.46,0.0,0.0,25.71,,,Skills: 73.5% | Experience: 0.0% | Education: 0.0% | Location: 25.7%,2026-05-07 19:23:27
64,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,73.38,83.55,71.77,81.62,37.99,,,Skills: 83.5% | Experience: 71.8% | Education: 81.6% | Location: 38.0%,2026-05-07 19:23:27
64,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,56.44,43.61,81.16,67.4,34.84,,,Skills: 43.6% | Experience: 81.2% | Education: 67.4% | Location: 34.8%,2026-05-07 19:23:27
64,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.18,77.72,9.54,48.95,32.75,,,Skills: 77.7% | Experience: 9.5% | Education: 49.0% | Location: 32.8%,2026-05-07 19:23:28
64,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,38.26,66.63,3.06,36.17,24.06,,,Skills: 66.6% | Experience: 3.1% | Education: 36.2% | Location: 24.1%,2026-05-07 19:23:28
64,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,18.11,28.09,11.22,0.0,27.12,,,Skills: 28.1% | Experience: 11.2% | Education: 0.0% | Location: 27.1%,2026-05-07 19:23:28
65,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,67.93,76.34,68.25,70.52,41.5,,,Skills: 76.3% | Experience: 68.2% | Education: 70.5% | Location: 41.5%,2026-05-07 19:23:28
65,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,54.8,72.39,25.94,78.04,25.0,,,Skills: 72.4% | Experience: 25.9% | Education: 78.0% | Location: 25.0%,2026-05-07 19:23:28
