job_idx,cv_col,source,model,label,score,score_skills,score_experience,score_education,score_location,gs_matched,label_checked,justification,generated_at
65,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,45.46,53.43,20.45,72.45,29.93,,,Skills: 53.4% | Experience: 20.4% | Education: 72.5% | Location: 29.9%,2026-05-07 19:23:28
65,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,34.33,32.64,13.36,71.62,24.08,,,Skills: 32.6% | Experience: 13.4% | Education: 71.6% | Location: 24.1%,2026-05-07 19:23:28
65,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,16.13,15.82,19.08,0.0,33.52,,,Skills: 15.8% | Experience: 19.1% | Education: 0.0% | Location: 33.5%,2026-05-07 19:23:28
66,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,49.39,77.15,14.16,45.37,39.45,,,Skills: 77.2% | Experience: 14.2% | Education: 45.4% | Location: 39.5%,2026-05-07 19:23:28
66,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,37.84,72.35,0.0,16.38,37.52,,,Skills: 72.3% | Experience: 0.0% | Education: 16.4% | Location: 37.5%,2026-05-07 19:23:28
66,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,39.57,83.65,0.0,6.72,31.76,,,Skills: 83.7% | Experience: 0.0% | Education: 6.7% | Location: 31.8%,2026-05-07 19:23:28
66,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,22.12,32.44,0.0,23.89,29.11,,,Skills: 32.4% | Experience: 0.0% | Education: 23.9% | Location: 29.1%,2026-05-07 19:23:28
66,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,14.19,21.64,0.0,0.0,36.91,,,Skills: 21.6% | Experience: 0.0% | Education: 0.0% | Location: 36.9%,2026-05-07 19:23:28
67,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,57.75,95.61,26.52,40.32,32.09,,,Skills: 95.6% | Experience: 26.5% | Education: 40.3% | Location: 32.1%,2026-05-07 19:23:28
67,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,34.16,62.9,0.0,23.89,28.12,,,Skills: 62.9% | Experience: 0.0% | Education: 23.9% | Location: 28.1%,2026-05-07 19:23:28
67,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,34.16,62.9,0.0,23.89,28.12,,,Skills: 62.9% | Experience: 0.0% | Education: 23.9% | Location: 28.1%,2026-05-07 19:23:28
67,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,19.63,24.43,0.0,30.05,25.63,,,Skills: 24.4% | Experience: 0.0% | Education: 30.1% | Location: 25.6%,2026-05-07 19:23:28
67,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,16.81,28.82,0.0,0.0,35.21,,,Skills: 28.8% | Experience: 0.0% | Education: 0.0% | Location: 35.2%,2026-05-07 19:23:28
68,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,62.05,93.6,33.2,55.55,34.68,,,Skills: 93.6% | Experience: 33.2% | Education: 55.5% | Location: 34.7%,2026-05-07 19:23:28
68,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.98,58.84,44.16,45.79,34.98,,,Skills: 58.8% | Experience: 44.2% | Education: 45.8% | Location: 35.0%,2026-05-07 19:23:28
68,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.17,86.32,2.36,52.83,16.55,,,Skills: 86.3% | Experience: 2.4% | Education: 52.8% | Location: 16.6%,2026-05-07 19:23:28
68,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,55.84,79.64,31.53,55.57,33.25,,,Skills: 79.6% | Experience: 31.5% | Education: 55.6% | Location: 33.2%,2026-05-07 19:23:28
68,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,18.7,29.07,10.81,0.0,29.14,,,Skills: 29.1% | Experience: 10.8% | Education: 0.0% | Location: 29.1%,2026-05-07 19:23:28
69,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,63.04,83.0,52.22,53.9,40.04,,,Skills: 83.0% | Experience: 52.2% | Education: 53.9% | Location: 40.0%,2026-05-07 19:23:28
69,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,46.2,68.21,25.55,31.5,41.49,,,Skills: 68.2% | Experience: 25.6% | Education: 31.5% | Location: 41.5%,2026-05-07 19:23:28
69,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,26.48,45.86,0.0,23.83,22.44,,,Skills: 45.9% | Experience: 0.0% | Education: 23.8% | Location: 22.4%,2026-05-07 19:23:28
69,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,15.36,22.8,3.1,27.3,0.0,,,Skills: 22.8% | Experience: 3.1% | Education: 27.3% | Location: 0.0%,2026-05-07 19:23:28
69,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,13.6,21.78,0.55,0.0,31.64,,,Skills: 21.8% | Experience: 0.6% | Education: 0.0% | Location: 31.6%,2026-05-07 19:23:28
70,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,49.2,47.69,30.84,92.79,25.72,,,Skills: 47.7% | Experience: 30.8% | Education: 92.8% | Location: 25.7%,2026-05-07 19:23:28
70,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,42.45,39.15,17.44,92.31,26.46,,,Skills: 39.1% | Experience: 17.4% | Education: 92.3% | Location: 26.5%,2026-05-07 19:23:28
70,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,42.3,29.61,30.01,93.87,27.84,,,Skills: 29.6% | Experience: 30.0% | Education: 93.9% | Location: 27.8%,2026-05-07 19:23:28
70,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,34.75,47.36,8.92,49.4,24.64,,,Skills: 47.4% | Experience: 8.9% | Education: 49.4% | Location: 24.6%,2026-05-07 19:23:28
70,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,5.45,5.72,0.0,0.0,21.1,,,Skills: 5.7% | Experience: 0.0% | Education: 0.0% | Location: 21.1%,2026-05-07 19:23:28
71,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,65.67,85.99,33.82,89.71,32.52,,,Skills: 86.0% | Experience: 33.8% | Education: 89.7% | Location: 32.5%,2026-05-07 19:23:28
71,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,42.29,78.84,9.21,27.13,20.18,,,Skills: 78.8% | Experience: 9.2% | Education: 27.1% | Location: 20.2%,2026-05-07 19:23:28
71,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,38.42,70.05,11.38,37.19,0.81,,,Skills: 70.0% | Experience: 11.4% | Education: 37.2% | Location: 0.8%,2026-05-07 19:23:28
71,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,34.46,52.78,20.43,29.23,15.95,,,Skills: 52.8% | Experience: 20.4% | Education: 29.2% | Location: 15.9%,2026-05-07 19:23:28
71,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,32.7,72.04,0.0,0.0,25.91,,,Skills: 72.0% | Experience: 0.0% | Education: 0.0% | Location: 25.9%,2026-05-07 19:23:28
72,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,56.52,64.35,49.19,55.76,48.87,,,Skills: 64.3% | Experience: 49.2% | Education: 55.8% | Location: 48.9%,2026-05-07 19:23:28
72,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,56.3,90.14,26.76,57.22,14.05,,,Skills: 90.1% | Experience: 26.8% | Education: 57.2% | Location: 14.1%,2026-05-07 19:23:28
72,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,59.21,92.15,32.59,50.72,27.04,,,Skills: 92.2% | Experience: 32.6% | Education: 50.7% | Location: 27.0%,2026-05-07 19:23:28
72,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,40.76,72.26,11.1,24.31,28.12,,,Skills: 72.3% | Experience: 11.1% | Education: 24.3% | Location: 28.1%,2026-05-07 19:23:28
72,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,21.19,27.27,19.75,0.0,35.61,,,Skills: 27.3% | Experience: 19.8% | Education: 0.0% | Location: 35.6%,2026-05-07 19:23:28
73,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,61.89,81.71,37.91,79.98,24.86,,,Skills: 81.7% | Experience: 37.9% | Education: 80.0% | Location: 24.9%,2026-05-07 19:23:28
73,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,50.1,93.35,13.46,34.04,17.22,,,Skills: 93.3% | Experience: 13.5% | Education: 34.0% | Location: 17.2%,2026-05-07 19:23:28
73,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,57.89,63.95,58.73,67.4,27.66,,,Skills: 64.0% | Experience: 58.7% | Education: 67.4% | Location: 27.7%,2026-05-07 19:23:28
73,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,45.63,90.12,5.3,26.27,20.03,,,Skills: 90.1% | Experience: 5.3% | Education: 26.3% | Location: 20.0%,2026-05-07 19:23:28
73,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,15.62,32.15,0.0,0.0,18.42,,,Skills: 32.1% | Experience: 0.0% | Education: 0.0% | Location: 18.4%,2026-05-07 19:23:28
74,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,59.75,61.74,53.67,81.62,35.42,,,Skills: 61.7% | Experience: 53.7% | Education: 81.6% | Location: 35.4%,2026-05-07 19:23:28
74,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,31.11,49.22,7.49,25.88,29.15,,,Skills: 49.2% | Experience: 7.5% | Education: 25.9% | Location: 29.1%,2026-05-07 19:23:28
74,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.94,90.56,21.37,12.95,31.91,,,Skills: 90.6% | Experience: 21.4% | Education: 12.9% | Location: 31.9%,2026-05-07 19:23:28
74,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,41.18,74.9,12.87,25.85,18.91,,,Skills: 74.9% | Experience: 12.9% | Education: 25.9% | Location: 18.9%,2026-05-07 19:23:28
74,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,22.55,22.73,4.77,38.5,30.44,,,Skills: 22.7% | Experience: 4.8% | Education: 38.5% | Location: 30.4%,2026-05-07 19:23:28
75,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,52.18,88.17,26.51,18.14,44.39,,,Skills: 88.2% | Experience: 26.5% | Education: 18.1% | Location: 44.4%,2026-05-07 19:23:28
75,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,49.74,83.42,29.83,16.39,37.57,,,Skills: 83.4% | Experience: 29.8% | Education: 16.4% | Location: 37.6%,2026-05-07 19:23:28
75,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,45.29,78.79,16.59,23.65,32.61,,,Skills: 78.8% | Experience: 16.6% | Education: 23.6% | Location: 32.6%,2026-05-07 19:23:28
75,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,45.9,60.34,26.89,44.93,40.38,,,Skills: 60.3% | Experience: 26.9% | Education: 44.9% | Location: 40.4%,2026-05-07 19:23:28
75,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,30.94,58.18,11.66,0.0,31.68,,,Skills: 58.2% | Experience: 11.7% | Education: 0.0% | Location: 31.7%,2026-05-07 19:23:28
76,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,63.73,80.37,72.99,40.88,34.42,,,Skills: 80.4% | Experience: 73.0% | Education: 40.9% | Location: 34.4%,2026-05-07 19:23:28
76,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,42.67,77.13,20.49,21.78,15.62,,,Skills: 77.1% | Experience: 20.5% | Education: 21.8% | Location: 15.6%,2026-05-07 19:23:28
76,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,55.32,87.61,43.75,32.4,19.04,,,Skills: 87.6% | Experience: 43.8% | Education: 32.4% | Location: 19.0%,2026-05-07 19:23:28
76,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,29.97,55.17,12.5,11.9,15.99,,,Skills: 55.2% | Experience: 12.5% | Education: 11.9% | Location: 16.0%,2026-05-07 19:23:28
76,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,19.92,23.03,24.93,0.0,29.83,,,Skills: 23.0% | Experience: 24.9% | Education: 0.0% | Location: 29.8%,2026-05-07 19:23:29
77,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,61.69,57.5,67.64,86.79,29.47,,,Skills: 57.5% | Experience: 67.6% | Education: 86.8% | Location: 29.5%,2026-05-07 19:23:29
77,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,49.76,82.09,25.55,34.41,24.37,,,Skills: 82.1% | Experience: 25.6% | Education: 34.4% | Location: 24.4%,2026-05-07 19:23:29
77,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,43.35,41.83,20.81,94.21,17.18,,,Skills: 41.8% | Experience: 20.8% | Education: 94.2% | Location: 17.2%,2026-05-07 19:23:29
77,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,30.92,48.6,0.0,49.73,10.24,,,Skills: 48.6% | Experience: 0.0% | Education: 49.7% | Location: 10.2%,2026-05-07 19:23:29
77,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,29.18,21.23,26.0,53.04,23.85,,,Skills: 21.2% | Experience: 26.0% | Education: 53.0% | Location: 23.9%,2026-05-07 19:23:29
78,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,62.27,82.57,48.59,55.55,39.92,,,Skills: 82.6% | Experience: 48.6% | Education: 55.5% | Location: 39.9%,2026-05-07 19:23:29
78,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,60.26,89.33,38.05,50.72,32.45,,,Skills: 89.3% | Experience: 38.0% | Education: 50.7% | Location: 32.5%,2026-05-07 19:23:29
78,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,56.26,88.96,26.49,50.93,25.81,,,Skills: 89.0% | Experience: 26.5% | Education: 50.9% | Location: 25.8%,2026-05-07 19:23:29
78,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,53.75,83.39,29.33,37.87,36.59,,,Skills: 83.4% | Experience: 29.3% | Education: 37.9% | Location: 36.6%,2026-05-07 19:23:29
78,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,21.31,23.36,25.53,0.0,37.2,,,Skills: 23.4% | Experience: 25.5% | Education: 0.0% | Location: 37.2%,2026-05-07 19:23:29
79,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,66.73,87.69,30.28,94.64,34.36,,,Skills: 87.7% | Experience: 30.3% | Education: 94.6% | Location: 34.4%,2026-05-07 19:23:29
79,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,66.48,88.82,27.34,93.46,36.17,,,Skills: 88.8% | Experience: 27.3% | Education: 93.5% | Location: 36.2%,2026-05-07 19:23:29
79,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,46.94,66.95,50.67,11.31,34.85,,,Skills: 67.0% | Experience: 50.7% | Education: 11.3% | Location: 34.9%,2026-05-07 19:23:29
79,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,51.07,75.28,18.86,54.52,35.58,,,Skills: 75.3% | Experience: 18.9% | Education: 54.5% | Location: 35.6%,2026-05-07 19:23:29
79,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,24.62,31.68,21.2,6.96,35.03,,,Skills: 31.7% | Experience: 21.2% | Education: 7.0% | Location: 35.0%,2026-05-07 19:23:29
80,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,55.43,89.53,9.88,47.24,51.3,,,Skills: 89.5% | Experience: 9.9% | Education: 47.2% | Location: 51.3%,2026-05-07 19:23:29
80,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,62.62,79.04,43.59,70.42,40.18,,,Skills: 79.0% | Experience: 43.6% | Education: 70.4% | Location: 40.2%,2026-05-07 19:23:29
80,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,52.01,74.52,20.8,62.23,30.37,,,Skills: 74.5% | Experience: 20.8% | Education: 62.2% | Location: 30.4%,2026-05-07 19:23:29
80,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,41.64,66.59,21.12,24.82,31.72,,,Skills: 66.6% | Experience: 21.1% | Education: 24.8% | Location: 31.7%,2026-05-07 19:23:29
80,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,31.23,59.52,15.15,0.0,24.23,,,Skills: 59.5% | Experience: 15.2% | Education: 0.0% | Location: 24.2%,2026-05-07 19:23:29
81,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,64.43,74.76,52.33,75.2,42.67,,,Skills: 74.8% | Experience: 52.3% | Education: 75.2% | Location: 42.7%,2026-05-07 19:23:29
81,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,51.07,71.64,12.6,81.52,19.74,,,Skills: 71.6% | Experience: 12.6% | Education: 81.5% | Location: 19.7%,2026-05-07 19:23:29
81,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,53.73,75.4,14.67,78.21,28.4,,,Skills: 75.4% | Experience: 14.7% | Education: 78.2% | Location: 28.4%,2026-05-07 19:23:29
81,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,41.99,63.49,14.44,41.61,31.05,,,Skills: 63.5% | Experience: 14.4% | Education: 41.6% | Location: 31.1%,2026-05-07 19:23:29
81,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,24.13,47.94,3.15,0.0,27.75,,,Skills: 47.9% | Experience: 3.1% | Education: 0.0% | Location: 27.8%,2026-05-07 19:23:29
82,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,64.24,93.48,21.89,90.03,22.44,,,Skills: 93.5% | Experience: 21.9% | Education: 90.0% | Location: 22.4%,2026-05-07 19:23:29
82,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,31.17,61.02,0.0,25.35,11.3,,,Skills: 61.0% | Experience: 0.0% | Education: 25.4% | Location: 11.3%,2026-05-07 19:23:29
82,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,28.44,52.98,0.0,31.1,6.85,,,Skills: 53.0% | Experience: 0.0% | Education: 31.1% | Location: 6.8%,2026-05-07 19:23:29
82,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,16.84,31.85,0.58,12.44,9.75,,,Skills: 31.9% | Experience: 0.6% | Education: 12.4% | Location: 9.8%,2026-05-07 19:23:29
82,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,1.24,0.0,0.0,0.0,8.24,,,Skills: 0.0% | Experience: 0.0% | Education: 0.0% | Location: 8.2%,2026-05-07 19:23:29
83,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,19.32,24.69,9.56,35.25,0.0,,,Skills: 24.7% | Experience: 9.6% | Education: 35.2% | Location: 0.0%,2026-05-07 19:23:29
83,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,55.32,65.04,50.8,67.4,20.85,,,Skills: 65.0% | Experience: 50.8% | Education: 67.4% | Location: 20.9%,2026-05-07 19:23:29
83,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,45.14,81.31,0.0,48.95,18.82,,,Skills: 81.3% | Experience: 0.0% | Education: 49.0% | Location: 18.8%,2026-05-07 19:23:29
83,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,35.74,73.06,0.0,25.85,8.98,,,Skills: 73.1% | Experience: 0.0% | Education: 25.9% | Location: 9.0%,2026-05-07 19:23:29
83,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,11.13,20.19,0.0,0.0,20.38,,,Skills: 20.2% | Experience: 0.0% | Education: 0.0% | Location: 20.4%,2026-05-07 19:23:29
84,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,66.77,83.48,46.52,89.71,25.34,,,Skills: 83.5% | Experience: 46.5% | Education: 89.7% | Location: 25.3%,2026-05-07 19:23:29
84,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,44.43,66.98,31.89,40.06,11.05,,,Skills: 67.0% | Experience: 31.9% | Education: 40.1% | Location: 11.1%,2026-05-07 19:23:29
84,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,52.0,61.24,27.72,88.84,18.69,,,Skills: 61.2% | Experience: 27.7% | Education: 88.8% | Location: 18.7%,2026-05-07 19:23:29
84,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,41.45,56.04,18.52,57.68,19.1,,,Skills: 56.0% | Experience: 18.5% | Education: 57.7% | Location: 19.1%,2026-05-07 19:23:29
84,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,19.05,32.34,12.19,0.0,20.47,,,Skills: 32.3% | Experience: 12.2% | Education: 0.0% | Location: 20.5%,2026-05-07 19:23:29
85,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,31.69,58.47,0.0,41.51,0.0,,,Skills: 58.5% | Experience: 0.0% | Education: 41.5% | Location: 0.0%,2026-05-07 19:23:29
85,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,45.16,59.24,25.68,49.53,34.24,,,Skills: 59.2% | Experience: 25.7% | Education: 49.5% | Location: 34.2%,2026-05-07 19:23:29
85,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,23.72,46.94,0.0,24.7,0.0,,,Skills: 46.9% | Experience: 0.0% | Education: 24.7% | Location: 0.0%,2026-05-07 19:23:29
85,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,43.97,82.09,16.4,19.7,20.65,,,Skills: 82.1% | Experience: 16.4% | Education: 19.7% | Location: 20.6%,2026-05-07 19:23:29
85,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,12.14,12.14,7.94,0.0,35.31,,,Skills: 12.1% | Experience: 7.9% | Education: 0.0% | Location: 35.3%,2026-05-07 19:23:29
86,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,55.57,70.9,44.6,52.68,36.84,,,Skills: 70.9% | Experience: 44.6% | Education: 52.7% | Location: 36.8%,2026-05-07 19:23:29
86,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,52.74,87.66,20.93,39.67,30.08,,,Skills: 87.7% | Experience: 20.9% | Education: 39.7% | Location: 30.1%,2026-05-07 19:23:29
86,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,58.54,72.36,56.09,47.98,39.85,,,Skills: 72.4% | Experience: 56.1% | Education: 48.0% | Location: 39.9%,2026-05-07 19:23:29
86,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,27.88,31.88,16.8,35.61,25.38,,,Skills: 31.9% | Experience: 16.8% | Education: 35.6% | Location: 25.4%,2026-05-07 19:23:29
86,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,30.2,58.07,8.71,0.0,31.97,,,Skills: 58.1% | Experience: 8.7% | Education: 0.0% | Location: 32.0%,2026-05-07 19:23:29
87,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,50.54,94.55,23.3,12.44,29.41,,,Skills: 94.5% | Experience: 23.3% | Education: 12.4% | Location: 29.4%,2026-05-07 19:23:29
87,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,33.86,71.62,0.0,12.57,18.0,,,Skills: 71.6% | Experience: 0.0% | Education: 12.6% | Location: 18.0%,2026-05-07 19:23:29
87,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,25.93,60.38,0.0,8.9,0.0,,,Skills: 60.4% | Experience: 0.0% | Education: 8.9% | Location: 0.0%,2026-05-07 19:23:29
87,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.17,69.31,13.85,64.44,27.3,,,Skills: 69.3% | Experience: 13.8% | Education: 64.4% | Location: 27.3%,2026-05-07 19:23:29
87,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,33.06,70.15,6.26,0.0,22.91,,,Skills: 70.2% | Experience: 6.3% | Education: 0.0% | Location: 22.9%,2026-05-07 19:23:29
88,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,66.71,85.63,60.86,57.77,37.93,,,Skills: 85.6% | Experience: 60.9% | Education: 57.8% | Location: 37.9%,2026-05-07 19:23:29
88,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,41.36,73.44,12.52,25.89,24.48,,,Skills: 73.4% | Experience: 12.5% | Education: 25.9% | Location: 24.5%,2026-05-07 19:23:29
88,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,35.35,42.27,19.13,43.24,33.43,,,Skills: 42.3% | Experience: 19.1% | Education: 43.2% | Location: 33.4%,2026-05-07 19:23:29
88,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,52.86,67.72,35.65,55.99,37.75,,,Skills: 67.7% | Experience: 35.6% | Education: 56.0% | Location: 37.8%,2026-05-07 19:23:29
88,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,34.24,39.52,22.37,36.47,37.0,,,Skills: 39.5% | Experience: 22.4% | Education: 36.5% | Location: 37.0%,2026-05-07 19:23:29
89,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,69.37,91.42,73.47,40.86,41.73,,,Skills: 91.4% | Experience: 73.5% | Education: 40.9% | Location: 41.7%,2026-05-07 19:23:29
89,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,46.28,59.93,47.92,18.47,44.24,,,Skills: 59.9% | Experience: 47.9% | Education: 18.5% | Location: 44.2%,2026-05-07 19:23:29
89,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,55.47,68.15,39.76,61.85,39.33,,,Skills: 68.2% | Experience: 39.8% | Education: 61.9% | Location: 39.3%,2026-05-07 19:23:29
89,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,61.22,69.57,32.78,95.6,40.48,,,Skills: 69.6% | Experience: 32.8% | Education: 95.6% | Location: 40.5%,2026-05-07 19:23:29
89,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,32.2,52.88,22.94,0.0,35.44,,,Skills: 52.9% | Experience: 22.9% | Education: 0.0% | Location: 35.4%,2026-05-07 19:23:29
